listing_id,year_month,avg_adjusted_price,avg_base_price,occupancy_rate,available_days
105960,2026-03,28.25,32.0,0.0,31
105960,2026-04,33.28,32.0,0.0,30
105960,2026-05,33.55,32.0,0.0,31
105960,2026-06,33.28,32.0,0.0,30
105960,2026-07,33.39,32.0,0.0,31
105960,2026-08,41.74,32.0,0.0,31
105960,2026-09,41.6,32.0,0.0,30
105960,2026-10,41.85,32.0,0.0,26
223778,2025-10,41.2,32.0,0.0,5
223778,2025-11,33.44,32.0,0.0,30
223778,2025-12,33.24,32.0,0.0,31
223778,2026-01,28.52,32.0,0.0,31
223778,2026-02,28.37,32.0,0.0,28
223778,2026-03,28.25,32.0,0.0,31
223778,2026-04,33.28,32.0,0.0,30
223778,2026-05,33.55,32.0,0.0,31
223778,2026-06,33.28,32.0,0.0,30
223778,2026-07,33.39,32.0,0.0,31
223778,2026-08,41.74,32.0,0.0,31
223778,2026-09,41.6,32.0,0.0,30
223778,2026-10,41.85,32.0,0.0,26
533609,2025-10,79.82,62.0,0.6,2
533609,2025-11,64.79,62.0,0.0,30
533609,2025-12,64.4,62.0,0.0,31
533609,2026-01,55.25,62.0,0.0,31
533609,2026-02,54.96,62.0,0.0,28
533609,2026-03,54.74,62.0,0.0,31
533609,2026-04,64.48,62.0,0.0,30
533609,2026-05,65.0,62.0,0.0,31
533609,2026-06,64.48,62.0,0.0,30
533609,2026-07,64.7,62.0,0.0,31
533609,2026-08,80.87,62.0,0.0,31
533609,2026-09,80.6,62.0,0.0,30
533609,2026-10,81.08,62.0,0.0,26
758778,2025-10,55.36,43.0,1.0,0
758778,2025-11,44.93,43.0,0.5,15
758778,2025-12,44.66,43.0,0.0,31
758778,2026-01,38.32,43.0,0.0,31
758778,2026-02,38.12,43.0,0.0,28
758778,2026-03,37.96,43.0,0.0,31
758778,2026-04,44.72,43.0,0.2,24
758778,2026-05,45.08,43.0,1.0,0
758778,2026-06,44.72,43.0,1.0,0
758778,2026-07,44.87,43.0,1.0,0
758778,2026-08,56.09,43.0,1.0,0
758778,2026-09,55.9,43.0,1.0,0
758778,2026-10,56.23,43.0,1.0,0
1053903,2025-10,52.79,41.0,1.0,0
1053903,2025-11,42.84,41.0,0.0,30
1053903,2025-12,42.59,41.0,0.0,31
1053903,2026-01,36.54,41.0,0.0,31
1053903,2026-02,36.34,41.0,0.0,28
1053903,2026-03,36.2,41.0,0.0,31
1053903,2026-04,42.64,41.0,0.0,30
1053903,2026-05,42.98,41.0,0.0,31
1053903,2026-06,42.64,41.0,0.0,30
1053903,2026-07,42.79,41.0,0.0,31
1053903,2026-08,53.48,41.0,0.0,31
1053903,2026-09,53.3,41.0,0.0,30
1053903,2026-10,53.62,41.0,0.0,26
1142940,2025-10,128.75,100.0,1.0,0
1142940,2025-11,104.5,100.0,1.0,0
1142940,2025-12,103.87,100.0,1.0,0
1142940,2026-01,89.11,100.0,1.0,0
1142940,2026-02,88.64,100.0,1.0,0
1142940,2026-03,88.29,100.0,1.0,0
1142940,2026-04,104.0,100.0,1.0,0
1142940,2026-05,104.84,100.0,1.0,0
1142940,2026-06,104.0,100.0,1.0,0
1142940,2026-07,104.35,100.0,1.0,0
1142940,2026-08,130.44,100.0,1.0,0
1142940,2026-09,130.0,100.0,1.0,0
1142940,2026-10,130.77,100.0,0.65,9
1404315,2025-10,57.94,45.0,0.6,2
1404315,2025-11,47.02,45.0,0.27,22
1404315,2025-12,46.74,45.0,0.32,21
1404315,2026-01,40.1,45.0,0.19,25
1404315,2026-02,39.89,45.0,0.29,20
1404315,2026-03,39.73,45.0,0.32,21
1404315,2026-04,46.8,45.0,0.27,22
1404315,2026-05,47.18,45.0,0.03,30
1404315,2026-06,46.8,45.0,0.0,30
1404315,2026-07,46.96,45.0,0.26,23
1404315,2026-08,58.7,45.0,1.0,0
1404315,2026-09,58.5,45.0,1.0,0
1404315,2026-10,58.85,45.0,1.0,0
1516053,2025-10,72.1,56.0,0.0,5
1516053,2025-11,58.52,56.0,0.0,30
1516053,2025-12,58.17,56.0,0.0,31
1516053,2026-01,49.9,56.0,0.0,31
1516053,2026-02,49.64,56.0,0.0,28
1516053,2026-03,49.44,56.0,0.0,31
1516053,2026-04,58.24,56.0,0.0,30
1516053,2026-05,58.71,56.0,0.0,31
1516053,2026-06,58.24,56.0,0.0,30
1516053,2026-07,58.44,56.0,0.0,31
1516053,2026-08,73.05,56.0,0.0,31
1516053,2026-09,72.8,56.0,0.0,30
1516053,2026-10,73.23,56.0,0.0,26
1636325,2025-10,148.06,115.0,1.0,0
1636325,2025-11,120.18,115.0,0.07,28
1636325,2025-12,119.45,115.0,0.0,31
1636325,2026-01,102.48,115.0,0.23,24
1636325,2026-02,101.94,115.0,1.0,0
1636325,2026-03,101.53,115.0,1.0,0
1636325,2026-04,119.6,115.0,1.0,0
1636325,2026-05,120.56,115.0,1.0,0
1636325,2026-06,119.6,115.0,1.0,0
1636325,2026-07,120.01,115.0,1.0,0
1636325,2026-08,150.01,115.0,1.0,0
1636325,2026-09,149.5,115.0,1.0,0
1636325,2026-10,150.38,115.0,1.0,0
1737756,2025-10,121.02,94.0,0.2,4
1737756,2025-11,98.23,94.0,0.0,30
1737756,2025-12,97.64,94.0,0.0,31
1737756,2026-01,83.76,94.0,0.23,24
1737756,2026-02,83.32,94.0,1.0,0
1737756,2026-03,82.99,94.0,1.0,0
1737756,2026-04,97.76,94.0,1.0,0
1737756,2026-05,98.55,94.0,1.0,0
1737756,2026-06,97.76,94.0,1.0,0
1737756,2026-07,98.09,94.0,1.0,0
1737756,2026-08,122.62,94.0,1.0,0
1737756,2026-09,122.2,94.0,1.0,0
1737756,2026-10,122.92,94.0,1.0,0
2406456,2025-10,115.87,90.0,1.0,0
2406456,2025-11,94.05,90.0,1.0,0
2406456,2025-12,93.48,90.0,1.0,0
2406456,2026-01,80.2,90.0,0.03,30
2406456,2026-02,79.78,90.0,0.0,28
2406456,2026-03,79.46,90.0,0.0,31
2406456,2026-04,93.6,90.0,0.0,30
2406456,2026-05,94.35,90.0,0.0,31
2406456,2026-06,93.6,90.0,0.0,30
2406456,2026-07,93.92,90.0,0.0,31
2406456,2026-08,117.4,90.0,0.0,31
2406456,2026-09,117.0,90.0,0.0,30
2406456,2026-10,117.69,90.0,0.0,26
3583350,2025-10,383.68,298.0,0.2,4
3583350,2025-11,311.41,298.0,0.1,27
3583350,2025-12,309.54,298.0,0.0,31
3583350,2026-01,265.55,298.0,0.0,31
3583350,2026-02,264.15,298.0,0.0,28
3583350,2026-03,263.1,298.0,0.0,31
3583350,2026-04,309.92,298.0,0.0,30
3583350,2026-05,312.42,298.0,0.0,31
3583350,2026-06,309.92,298.0,0.0,30
3583350,2026-07,310.98,298.0,0.0,31
3583350,2026-08,388.72,298.0,0.0,31
3583350,2026-09,387.4,298.0,0.0,30
3583350,2026-10,389.69,298.0,0.0,26
3737087,2025-10,68.24,53.0,1.0,0
3737087,2025-11,55.38,53.0,0.8,6
3737087,2025-12,55.05,53.0,0.0,31
3737087,2026-01,47.23,53.0,0.81,6
3737087,2026-02,46.98,53.0,1.0,0
3737087,2026-03,46.79,53.0,1.0,0
3737087,2026-04,55.12,53.0,0.27,22
3737087,2026-05,55.56,53.0,0.0,31
3737087,2026-06,55.12,53.0,0.0,30
3737087,2026-07,55.31,53.0,0.0,31
3737087,2026-08,69.14,53.0,0.0,31
3737087,2026-09,68.9,53.0,0.0,30
3737087,2026-10,69.31,53.0,0.0,26
3990025,2025-10,,,1.0,0
3990025,2025-11,,,1.0,0
3990025,2025-12,,,1.0,0
3990025,2026-01,,,1.0,0
3990025,2026-02,,,1.0,0
3990025,2026-03,,,1.0,0
3990025,2026-04,,,1.0,0
3990025,2026-05,,,1.0,0
3990025,2026-06,,,1.0,0
3990025,2026-07,,,1.0,0
3990025,2026-08,,,1.0,0
3990025,2026-09,,,1.0,0
3990025,2026-10,,,1.0,0
4622181,2025-10,101.71,79.0,1.0,0
4622181,2025-11,82.56,79.0,1.0,0
4622181,2025-12,82.06,79.0,1.0,0
4622181,2026-01,70.4,79.0,0.52,15
4622181,2026-02,70.03,79.0,0.0,28
4622181,2026-03,69.75,79.0,0.0,31
4622181,2026-04,82.16,79.0,0.0,30
4622181,2026-05,82.82,79.0,0.0,31
4622181,2026-06,82.16,79.0,0.0,30
4622181,2026-07,82.44,79.0,0.0,31
4622181,2026-08,103.05,79.0,0.0,31
4622181,2026-09,102.7,79.0,0.0,30
4622181,2026-10,103.31,79.0,0.0,26
4767052,2025-10,145.49,113.0,1.0,0
4767052,2025-11,118.08,113.0,0.0,30
4767052,2025-12,117.37,113.0,0.0,31
4767052,2026-01,100.7,113.0,0.23,24
4767052,2026-02,100.17,113.0,1.0,0
4767052,2026-03,99.77,113.0,1.0,0
4767052,2026-04,117.52,113.0,1.0,0
4767052,2026-05,118.47,113.0,1.0,0
4767052,2026-06,117.52,113.0,1.0,0
4767052,2026-07,117.92,113.0,1.0,0
4767052,2026-08,147.4,113.0,1.0,0
4767052,2026-09,146.9,113.0,1.0,0
4767052,2026-10,147.77,113.0,1.0,0
4793973,2025-10,,,1.0,0
4793973,2025-11,,,1.0,0
4793973,2025-12,,,1.0,0
4793973,2026-01,,,1.0,0
4793973,2026-02,,,1.0,0
4793973,2026-03,,,1.0,0
4793973,2026-04,,,1.0,0
4793973,2026-05,,,1.0,0
4793973,2026-06,,,1.0,0
4793973,2026-07,,,1.0,0
4793973,2026-08,,,1.0,0
4793973,2026-09,,,1.0,0
4793973,2026-10,,,1.0,0
4912647,2025-10,131.32,102.0,1.0,0
4912647,2025-11,106.59,102.0,0.6,12
4912647,2025-12,105.95,102.0,0.29,22
4912647,2026-01,90.89,102.0,0.23,24
4912647,2026-02,90.41,102.0,1.0,0
4912647,2026-03,90.05,102.0,1.0,0
4912647,2026-04,106.08,102.0,1.0,0
4912647,2026-05,106.94,102.0,1.0,0
4912647,2026-06,106.08,102.0,1.0,0
4912647,2026-07,106.44,102.0,1.0,0
4912647,2026-08,133.05,102.0,1.0,0
4912647,2026-09,132.6,102.0,1.0,0
4912647,2026-10,133.38,102.0,1.0,0
5120343,2025-10,212.44,165.0,1.0,0
5120343,2025-11,172.42,165.0,1.0,0
5120343,2025-12,171.39,165.0,1.0,0
5120343,2026-01,147.04,165.0,1.0,0
5120343,2026-02,146.26,165.0,1.0,0
5120343,2026-03,145.68,165.0,0.45,17
5120343,2026-04,171.6,165.0,0.0,30
5120343,2026-05,172.98,165.0,0.0,31
5120343,2026-06,171.6,165.0,0.0,30
5120343,2026-07,172.19,165.0,0.0,31
5120343,2026-08,215.23,165.0,0.0,31
5120343,2026-09,214.5,165.0,0.0,30
5120343,2026-10,215.77,165.0,0.0,26
6585175,2025-10,114.59,89.0,0.0,5
6585175,2025-11,93.01,89.0,0.0,30
6585175,2025-12,92.45,89.0,0.0,31
6585175,2026-01,79.31,89.0,0.0,31
6585175,2026-02,78.89,89.0,0.0,28
6585175,2026-03,78.58,89.0,0.0,31
6585175,2026-04,92.56,89.0,0.0,30
6585175,2026-05,93.31,89.0,0.0,31
6585175,2026-06,92.56,89.0,0.0,30
6585175,2026-07,92.88,89.0,0.0,31
6585175,2026-08,116.1,89.0,0.0,31
6585175,2026-09,115.7,89.0,0.0,30
6585175,2026-10,116.39,89.0,0.0,26
6624762,2025-10,203.42,158.0,1.0,0
6624762,2025-11,165.11,158.0,1.0,0
6624762,2025-12,164.12,158.0,0.0,31
6624762,2026-01,140.8,158.0,0.23,24
6624762,2026-02,140.05,158.0,1.0,0
6624762,2026-03,139.5,158.0,1.0,0
6624762,2026-04,164.32,158.0,1.0,0
6624762,2026-05,165.65,158.0,1.0,0
6624762,2026-06,164.32,158.0,1.0,0
6624762,2026-07,164.88,158.0,1.0,0
6624762,2026-08,206.1,158.0,1.0,0
6624762,2026-09,205.4,158.0,1.0,0
6624762,2026-10,206.61,158.0,1.0,0
6731533,2025-10,155.79,121.0,1.0,0
6731533,2025-11,126.44,121.0,1.0,0
6731533,2025-12,125.68,121.0,0.45,17
6731533,2026-01,107.83,121.0,0.0,31
6731533,2026-02,107.26,121.0,0.0,28
6731533,2026-03,106.83,121.0,0.0,31
6731533,2026-04,125.84,121.0,0.0,30
6731533,2026-05,126.85,121.0,0.0,31
6731533,2026-06,125.84,121.0,0.0,30
6731533,2026-07,126.27,121.0,0.26,23
6731533,2026-08,157.84,121.0,1.0,0
6731533,2026-09,157.3,121.0,1.0,0
6731533,2026-10,158.23,121.0,1.0,0
7240316,2025-10,57.94,45.0,1.0,0
7240316,2025-11,47.02,45.0,0.97,1
7240316,2025-12,46.74,45.0,0.0,31
7240316,2026-01,40.1,45.0,0.0,31
7240316,2026-02,39.89,45.0,0.0,28
7240316,2026-03,39.73,45.0,0.0,31
7240316,2026-04,46.8,45.0,0.0,30
7240316,2026-05,47.18,45.0,0.0,31
7240316,2026-06,46.8,45.0,0.0,30
7240316,2026-07,46.96,45.0,0.0,31
7240316,2026-08,58.7,45.0,0.0,31
7240316,2026-09,58.5,45.0,0.0,30
7240316,2026-10,58.85,45.0,0.0,26
7293053,2025-10,105.58,82.0,0.4,3
7293053,2025-11,85.69,82.0,0.0,30
7293053,2025-12,85.17,82.0,0.0,31
7293053,2026-01,73.07,82.0,0.0,31
7293053,2026-02,72.69,82.0,0.0,28
7293053,2026-03,72.4,82.0,0.0,31
7293053,2026-04,85.28,82.0,0.0,30
7293053,2026-05,85.97,82.0,0.0,31
7293053,2026-06,85.28,82.0,0.2,24
7293053,2026-07,85.57,82.0,0.0,31
7293053,2026-08,106.97,82.0,0.0,31
7293053,2026-09,106.6,82.0,0.17,25
7293053,2026-10,107.23,82.0,0.0,26
8173194,2025-10,114.59,89.0,0.4,3
8173194,2025-11,93.01,89.0,0.0,30
8173194,2025-12,92.45,89.0,0.0,31
8173194,2026-01,79.31,89.0,0.0,31
8173194,2026-02,78.89,89.0,0.0,28
8173194,2026-03,78.58,89.0,0.0,31
8173194,2026-04,92.56,89.0,0.0,30
8173194,2026-05,93.31,89.0,0.0,31
8173194,2026-06,92.56,89.0,0.0,30
8173194,2026-07,92.88,89.0,0.0,31
8173194,2026-08,116.1,89.0,0.0,31
8173194,2026-09,115.7,89.0,0.0,30
8173194,2026-10,116.39,89.0,0.0,26
8353332,2025-10,126.18,98.0,1.0,0
8353332,2025-11,102.41,98.0,0.17,25
8353332,2025-12,101.79,98.0,0.26,23
8353332,2026-01,87.33,98.0,0.1,28
8353332,2026-02,86.87,98.0,0.0,28
8353332,2026-03,86.52,98.0,0.0,31
8353332,2026-04,101.92,98.0,0.0,30
8353332,2026-05,102.74,98.0,0.0,31
8353332,2026-06,101.92,98.0,0.0,30
8353332,2026-07,102.27,98.0,0.0,31
8353332,2026-08,127.84,98.0,0.0,31
8353332,2026-09,127.4,98.0,0.0,30
8353332,2026-10,128.16,98.0,0.0,26
8880737,2025-10,97.85,76.0,1.0,0
8880737,2025-11,79.42,76.0,0.6,12
8880737,2025-12,78.94,76.0,0.0,31
8880737,2026-01,67.73,76.0,0.0,31
8880737,2026-02,67.37,76.0,0.0,28
8880737,2026-03,67.1,76.0,0.0,31
8880737,2026-04,79.04,76.0,0.2,24
8880737,2026-05,79.68,76.0,1.0,0
8880737,2026-06,79.04,76.0,1.0,0
8880737,2026-07,79.31,76.0,1.0,0
8880737,2026-08,99.14,76.0,1.0,0
8880737,2026-09,98.8,76.0,1.0,0
8880737,2026-10,99.38,76.0,1.0,0
9094456,2025-10,,,1.0,0
9094456,2025-11,,,1.0,0
9094456,2025-12,,,1.0,0
9094456,2026-01,,,1.0,0
9094456,2026-02,,,1.0,0
9094456,2026-03,,,1.0,0
9094456,2026-04,,,1.0,0
9094456,2026-05,,,1.0,0
9094456,2026-06,,,1.0,0
9094456,2026-07,,,1.0,0
9094456,2026-08,,,1.0,0
9094456,2026-09,,,1.0,0
9094456,2026-10,,,1.0,0
9543946,2025-10,110.72,86.0,0.4,3
9543946,2025-11,89.87,86.0,0.0,30
9543946,2025-12,89.33,86.0,0.0,31
9543946,2026-01,76.64,86.0,0.0,31
9543946,2026-02,76.23,86.0,0.0,28
9543946,2026-03,75.93,86.0,0.0,31
9543946,2026-04,89.44,86.0,0.0,30
9543946,2026-05,90.16,86.0,0.0,31
9543946,2026-06,89.44,86.0,0.0,30
9543946,2026-07,89.75,86.0,0.0,31
9543946,2026-08,112.18,86.0,0.0,31
9543946,2026-09,111.8,86.0,0.0,30
9543946,2026-10,112.46,86.0,0.0,26
9611871,2025-10,64.37,50.0,1.0,0
9611871,2025-11,52.25,50.0,0.97,1
9611871,2025-12,51.94,50.0,1.0,0
9611871,2026-01,44.55,50.0,0.0,31
9611871,2026-02,44.32,50.0,0.0,28
9611871,2026-03,44.14,50.0,0.0,31
9611871,2026-04,52.0,50.0,0.0,30
9611871,2026-05,52.42,50.0,0.0,31
9611871,2026-06,52.0,50.0,0.0,30
9611871,2026-07,52.18,50.0,0.0,31
9611871,2026-08,65.22,50.0,0.0,31
9611871,2026-09,65.0,50.0,0.0,30
9611871,2026-10,65.38,50.0,0.0,26
9792873,2025-10,63.09,49.0,1.0,0
9792873,2025-11,51.21,49.0,1.0,0
9792873,2025-12,50.9,49.0,1.0,0
9792873,2026-01,43.67,49.0,1.0,0
9792873,2026-02,43.44,49.0,0.0,28
9792873,2026-03,43.26,49.0,0.0,31
9792873,2026-04,50.96,49.0,0.0,30
9792873,2026-05,51.37,49.0,0.0,31
9792873,2026-06,50.96,49.0,0.0,30
9792873,2026-07,51.13,49.0,0.0,31
9792873,2026-08,63.92,49.0,0.0,31
9792873,2026-09,63.7,49.0,0.0,30
9792873,2026-10,64.08,49.0,0.0,26
11640390,2025-10,150.64,117.0,1.0,0
11640390,2025-11,122.27,117.0,1.0,0
11640390,2025-12,121.53,117.0,0.61,12
11640390,2026-01,104.26,117.0,0.94,2
11640390,2026-02,103.71,117.0,1.0,0
11640390,2026-03,103.3,117.0,1.0,0
11640390,2026-04,121.68,117.0,1.0,0
11640390,2026-05,122.66,117.0,1.0,0
11640390,2026-06,121.68,117.0,1.0,0
11640390,2026-07,122.1,117.0,1.0,0
11640390,2026-08,152.62,117.0,1.0,0
11640390,2026-09,152.1,117.0,1.0,0
11640390,2026-10,153.0,117.0,1.0,0
12089948,2025-10,72.1,56.0,0.6,2
12089948,2025-11,58.52,56.0,0.5,15
12089948,2025-12,58.17,56.0,0.42,18
12089948,2026-01,49.9,56.0,0.13,27
12089948,2026-02,49.64,56.0,0.32,19
12089948,2026-03,49.44,56.0,0.1,28
12089948,2026-04,58.24,56.0,0.17,25
12089948,2026-05,58.71,56.0,0.0,31
12089948,2026-06,58.24,56.0,0.0,30
12089948,2026-07,58.44,56.0,0.26,23
12089948,2026-08,73.05,56.0,1.0,0
12089948,2026-09,72.8,56.0,1.0,0
12089948,2026-10,73.23,56.0,1.0,0
12531604,2025-10,119.74,93.0,0.4,3
12531604,2025-11,97.18,93.0,0.13,26
12531604,2025-12,96.6,93.0,0.0,31
12531604,2026-01,82.88,93.0,0.0,31
12531604,2026-02,82.44,93.0,0.0,28
12531604,2026-03,82.11,93.0,0.0,31
12531604,2026-04,96.72,93.0,1.0,0
12531604,2026-05,97.5,93.0,1.0,0
12531604,2026-06,96.72,93.0,1.0,0
12531604,2026-07,97.05,93.0,0.0,31
12531604,2026-08,121.31,93.0,0.0,31
12531604,2026-09,120.9,93.0,0.0,30
12531604,2026-10,121.62,93.0,0.0,26
12792772,2025-10,86.26,67.0,1.0,0
12792772,2025-11,70.02,67.0,1.0,0
12792772,2025-12,69.59,67.0,1.0,0
12792772,2026-01,59.7,67.0,1.0,0
12792772,2026-02,59.39,67.0,1.0,0
12792772,2026-03,59.15,67.0,1.0,0
12792772,2026-04,69.68,67.0,1.0,0
12792772,2026-05,70.24,67.0,1.0,0
12792772,2026-06,69.68,67.0,1.0,0
12792772,2026-07,69.92,67.0,1.0,0
12792772,2026-08,87.4,67.0,1.0,0
12792772,2026-09,87.1,67.0,1.0,0
12792772,2026-10,87.61,67.0,1.0,0
13361222,2025-10,99.14,77.0,0.2,4
13361222,2025-11,80.46,77.0,0.33,20
13361222,2025-12,79.98,77.0,0.26,23
13361222,2026-01,68.62,77.0,0.0,31
13361222,2026-02,68.26,77.0,0.0,28
13361222,2026-03,67.98,77.0,0.0,31
13361222,2026-04,80.08,77.0,0.0,30
13361222,2026-05,80.73,77.0,0.13,27
13361222,2026-06,80.08,77.0,0.0,30
13361222,2026-07,80.35,77.0,0.0,31
13361222,2026-08,100.44,77.0,0.0,31
13361222,2026-09,100.1,77.0,0.0,30
13361222,2026-10,100.69,77.0,0.0,26
13991946,2025-10,72.1,56.0,1.0,0
13991946,2025-11,58.52,56.0,0.03,29
13991946,2025-12,58.17,56.0,0.0,31
13991946,2026-01,49.9,56.0,0.0,31
13991946,2026-02,49.64,56.0,0.0,28
13991946,2026-03,49.44,56.0,0.0,31
13991946,2026-04,58.24,56.0,0.2,24
13991946,2026-05,58.71,56.0,1.0,0
13991946,2026-06,58.24,56.0,1.0,0
13991946,2026-07,58.44,56.0,1.0,0
13991946,2026-08,73.05,56.0,1.0,0
13991946,2026-09,72.8,56.0,1.0,0
13991946,2026-10,73.23,56.0,1.0,0
14309254,2025-10,150.64,117.0,0.2,4
14309254,2025-11,122.27,117.0,0.2,24
14309254,2025-12,121.53,117.0,0.0,31
14309254,2026-01,104.26,117.0,0.0,31
14309254,2026-02,103.71,117.0,0.0,28
14309254,2026-03,103.3,117.0,0.0,31
14309254,2026-04,121.68,117.0,0.0,30
14309254,2026-05,122.66,117.0,0.0,31
14309254,2026-06,121.68,117.0,1.0,0
14309254,2026-07,122.1,117.0,1.0,0
14309254,2026-08,152.62,117.0,1.0,0
14309254,2026-09,152.1,117.0,1.0,0
14309254,2026-10,153.0,117.0,1.0,0
14340087,2025-10,,,0.2,4
14340087,2025-11,,,0.23,23
14340087,2025-12,,,0.29,22
14340087,2026-01,,,0.0,31
14340087,2026-02,,,0.0,28
14340087,2026-03,,,0.0,31
14340087,2026-04,,,0.0,30
14340087,2026-05,,,0.0,31
14340087,2026-06,,,0.0,30
14340087,2026-07,,,0.0,31
14340087,2026-08,,,0.0,31
14340087,2026-09,,,0.0,30
14340087,2026-10,,,0.0,26
14530809,2025-10,96.56,75.0,0.0,5
14530809,2025-11,78.38,75.0,0.33,20
14530809,2025-12,77.9,75.0,0.0,31
14530809,2026-01,66.83,75.0,0.0,31
14530809,2026-02,66.48,75.0,0.0,28
14530809,2026-03,66.22,75.0,0.0,31
14530809,2026-04,78.0,75.0,0.0,30
14530809,2026-05,78.63,75.0,0.0,31
14530809,2026-06,78.0,75.0,0.0,30
14530809,2026-07,78.27,75.0,0.0,31
14530809,2026-08,97.83,75.0,0.0,31
14530809,2026-09,97.5,75.0,0.0,30
14530809,2026-10,98.08,75.0,0.0,26
14807695,2025-10,68.24,53.0,1.0,0
14807695,2025-11,55.38,53.0,1.0,0
14807695,2025-12,55.05,53.0,0.42,18
14807695,2026-01,47.23,53.0,0.0,31
14807695,2026-02,46.98,53.0,0.5,14
14807695,2026-03,46.79,53.0,1.0,0
14807695,2026-04,55.12,53.0,1.0,0
14807695,2026-05,55.56,53.0,1.0,0
14807695,2026-06,55.12,53.0,1.0,0
14807695,2026-07,55.31,53.0,1.0,0
14807695,2026-08,69.14,53.0,1.0,0
14807695,2026-09,68.9,53.0,1.0,0
14807695,2026-10,69.31,53.0,1.0,0
15398931,2025-10,226.6,176.0,0.2,4
15398931,2025-11,183.92,176.0,0.17,25
15398931,2025-12,182.81,176.0,0.0,31
15398931,2026-01,156.84,176.0,0.0,31
15398931,2026-02,156.01,176.0,0.0,28
15398931,2026-03,155.39,176.0,0.1,28
15398931,2026-04,183.04,176.0,0.0,30
15398931,2026-05,184.52,176.0,0.23,24
15398931,2026-06,183.04,176.0,0.0,30
15398931,2026-07,183.66,176.0,0.0,31
15398931,2026-08,229.58,176.0,0.0,31
15398931,2026-09,228.8,176.0,0.0,30
15398931,2026-10,230.15,176.0,0.0,26
15400239,2025-10,180.25,140.0,0.2,4
15400239,2025-11,146.3,140.0,0.17,25
15400239,2025-12,145.42,140.0,0.0,31
15400239,2026-01,124.76,140.0,0.0,31
15400239,2026-02,124.1,140.0,0.0,28
15400239,2026-03,123.61,140.0,0.1,28
15400239,2026-04,145.6,140.0,0.0,30
15400239,2026-05,146.77,140.0,0.23,24
15400239,2026-06,145.6,140.0,0.0,30
15400239,2026-07,146.1,140.0,0.0,31
15400239,2026-08,182.62,140.0,0.0,31
15400239,2026-09,182.0,140.0,0.0,30
15400239,2026-10,183.08,140.0,0.0,26
15400428,2025-10,261.36,203.0,0.2,4
15400428,2025-11,212.14,203.0,0.17,25
15400428,2025-12,210.86,203.0,0.0,31
15400428,2026-01,180.9,203.0,0.0,31
15400428,2026-02,179.94,203.0,0.0,28
15400428,2026-03,179.23,203.0,0.1,28
15400428,2026-04,211.12,203.0,0.0,30
15400428,2026-05,212.82,203.0,0.23,24
15400428,2026-06,211.12,203.0,0.0,30
15400428,2026-07,211.84,203.0,0.0,31
15400428,2026-08,264.8,203.0,0.0,31
15400428,2026-09,263.9,203.0,0.0,30
15400428,2026-10,265.46,203.0,0.0,26
15400534,2025-10,346.34,269.0,0.2,4
15400534,2025-11,281.1,269.0,0.17,25
15400534,2025-12,279.41,269.0,0.0,31
15400534,2026-01,239.71,269.0,0.0,31
15400534,2026-02,238.45,269.0,0.0,28
15400534,2026-03,237.5,269.0,0.13,27
15400534,2026-04,279.76,269.0,0.0,30
15400534,2026-05,282.02,269.0,0.23,24
15400534,2026-06,279.76,269.0,0.0,30
15400534,2026-07,280.71,269.0,0.0,31
15400534,2026-08,350.89,269.0,0.0,31
